,beeline,date,komstar,megafon,mts,rostelecom,skylink,tele2,text,twitid
162,0,1406283123,NULL,NULL,NULL,NULL,NULL,NULL,"RT @wlinccubelqa: «Билайн» приглашает всех поклонников кайтбординга, пляжного отдыха и актуальной музыки на заключительный этап фестиваля B…",492613238954420000
163,0,1406283623,NULL,NULL,NULL,NULL,NULL,NULL,"Также широко представлена в сети информация, освящающая тарифы Билайн по Москве и прочие разновидности рекламных акций.",492615339487010000
164,NULL,1406283872,NULL,NULL,1,NULL,NULL,NULL,"Компания ""Мобильные ТелеСистемы"" (МТС) объявила о запуске сервиса для поведенческого анализа водителей корпоративных автопарков. Новая услу",492616382388110000
165,NULL,1406284011,NULL,NULL,0,NULL,NULL,NULL,МТС проследит за поведением водителей корпоративных автомобилей,492616963063970000
166,-1,1406284032,NULL,NULL,NULL,NULL,NULL,NULL,На даче мой Билайн не ловит чет,492617055070600000
167,0,1406284333,NULL,NULL,NULL,NULL,NULL,NULL,"RT @Beeline_RUS: Вопрос! С каких лет ребенок может пользоваться интернетом сам? Например, нашей «Вебландией»  http://t.co/42lIjU13UC http:/…",492618315882560000
168,NULL,1406284386,NULL,0,NULL,NULL,NULL,NULL,RT @MegaFonUral: Уже завтра мы открываем в Тюмени парк спорта и инноваций «МегаZone».Ждем вас с 12 до 18 на ул. Ленина /Орджоникидзе:) http…,492618535991250000
169,NULL,1406284417,NULL,NULL,0,NULL,NULL,NULL,Пост записи участников Блогерских Игрищ МТС http://t.co/eIZQaoVE6X #играемпорусски #spbblog,492618668962900000
170,NULL,1406284865,NULL,1,NULL,NULL,NULL,NULL,"В Ростовской области Интернет стал быстрее в 10 раз. 
&amp;laquo;Мегафон&amp;raquo; включил на объектах связи новейшее техническое оборудование, к",492620547990500000
171,NULL,1406284972,NULL,NULL,1,NULL,NULL,NULL,. МТС включила 4G в Саратовской области,492620994516120000
172,0,1406285500,NULL,NULL,NULL,NULL,NULL,NULL,@I_need_a_beach @BMTHurricane пойдем на горку Билайн,492623209741950000
173,NULL,1406285585,NULL,0,NULL,NULL,NULL,NULL,"&amp;laquo;Мегафон&amp;raquo; включил на объектах связи новейшее техническое оборудование, которое позволяет значительно увеличить скорость работы",492623566371030000
174,NULL,1406285608,NULL,1,NULL,NULL,NULL,NULL,"&amp;quot;МегаФон&amp;quot; намерен установить 400 новых маршрутизаторов компании Juniper Networks на базовых станциях в Ростовской области, что по",492623661304910000
175,NULL,1406286292,NULL,0,NULL,NULL,NULL,NULL,"@janejashka ну, кинь скрин в саппорт Мегафона, они разберутся. А над чуваком поиздейвайся, веселье же.",492626534101180000
176,NULL,1406286374,NULL,NULL,0,NULL,NULL,NULL,инструкция для мтс970 http://t.co/t29Oa8lszb #для,492626874443380000
177,NULL,1406286451,NULL,NULL,1,NULL,NULL,NULL,Трейд-Портал: Акции МТС имеют отличные шансы на возобновление движения цен вверх с текущих уровней http://t.co/46Oq0SUuXf,492627199502330000
178,NULL,1406287077,NULL,NULL,1,NULL,NULL,NULL,"RT @retucargo: Рейтинг стоимости брендов: Apple — лидер, две российские компании — Сбербанк и МТС вошли в топ-100",492629823219850000
179,NULL,1406287111,NULL,NULL,1,NULL,NULL,NULL,RT @pybewawypymi: Хочешь стать яйцеголовым? Подключись к МТС!!! ))))))),492629966106810000
180,NULL,1406287275,NULL,NULL,NULL,0,NULL,NULL,"@jonny_socker Провайдер, случайно, не Ростелеком?",492630656548370000
181,NULL,1406287842,NULL,0,NULL,NULL,NULL,NULL,"@megafonru  судя по тому, что твит прошел, видимо работает",492633031447160000
182,NULL,1406287927,NULL,NULL,NULL,0,NULL,NULL,"""Ростелеком"" подсчитал ущерб от наводнения в Алтайском крае и Республике Алтай",492633390727070000
183,NULL,1406288707,0,NULL,NULL,NULL,NULL,NULL,«Комстар-ОТС» обеспечит связью деловой центр Ресо в Санкт-Петербурге,492636660958770000
184,NULL,1406288719,NULL,NULL,0,NULL,NULL,NULL,МТС нацелился на половину «Связного»,492636710489300000
185,NULL,1406288729,NULL,NULL,0,NULL,NULL,NULL,"@mbrr_ru
МТС-Банк:
Новые возможности карты «МТС Деньги»
http://t.co/TTgMrRPhQT
#news #новости",492636755070570000
186,NULL,1406288878,NULL,0,NULL,NULL,NULL,NULL,RT @MegaFonKomiPR: На самом деле победила команда Сергея Сивкова. Лидеры рулят!,492637376544790000
187,NULL,1406289094,NULL,NULL,-1,NULL,NULL,NULL,"#МТС прекрати , что делаешь , где мой интернет ?",492638285748270000
188,NULL,1406289195,NULL,0,0,NULL,NULL,NULL,Пришел на работу в мегафон в кофте мтс!)),492638706483070000
189,NULL,1406289216,NULL,NULL,-1,NULL,NULL,NULL,Весь @ru_mts в одной картинке. Даде на сайте кривая линковка http://t.co/wseDmJWCsx,492638796903900000
190,NULL,1406289471,NULL,NULL,1,NULL,NULL,NULL,"@chearstime бля, ну почему ты не купила МТСовскую смску, сейчас бесплатно бы чирикали",492639864488470000
191,0,1406289672,NULL,NULL,NULL,NULL,NULL,NULL,"@SotskovaAnn Сообщите нам, пожалуйста, Вы пробовали переставить SIM карту в другой телефон? Какие-нибудь изменения произошли? #билайн",492640708353080000
192,0,1406289914,NULL,NULL,NULL,NULL,NULL,NULL,«Билайн» напомнит о дополнительных услугах,492641724725200000
193,NULL,1406290203,NULL,-1,NULL,NULL,NULL,NULL,Окли Окли Окли я лечу к тебе через свою дибильную мегафоновскую скорость,492642936421890000
194,NULL,1406290433,NULL,NULL,NULL,0,NULL,NULL,В рамках форума Дмитрий Аверов рассказал о внедрении информационной системы для Фонда капитального ремонта многоквартирных домов #Ростелеком,492643902252650000
195,NULL,1406291047,NULL,NULL,1,NULL,NULL,NULL,на мтс бесплатно вообще-то,492646475378480000
196,NULL,1406291080,NULL,-1,NULL,NULL,NULL,NULL,Блин как всегда @megafon полный прием 3g интернета ничерта нет,492646614323190000
197,NULL,1406291142,NULL,NULL,NULL,-1,NULL,NULL,@rostelecom_fe Когда личный кабинет для абонентов GPON Приморского края заработает «в полную силу» ?,492646873501810000
198,NULL,1406291290,NULL,NULL,-1,NULL,NULL,NULL,"МТС, ты пьян, иди домой http://t.co/Vbsp5pQzvW",492647495483530000
199,NULL,1406291569,NULL,NULL,NULL,0,NULL,NULL,«Ростелеком» восстановил доступ к «Газете.Ru в Нижнем Новгороде  #новости http://t.co/hIH1Lk0CsW,492648663542690000
200,NULL,1406292013,NULL,NULL,1,NULL,NULL,NULL,МТС запустил сервис поведенческого анализа водителей http://t.co/Ouv5pb80oI,492650526509510000
201,NULL,1406292013,NULL,NULL,1,NULL,NULL,NULL,МТС запустил сервис поведенческого анализа водителей http://t.co/ntM688XVRh,492650527415480000
202,NULL,1406292023,NULL,0,NULL,NULL,NULL,NULL,@MegaFonUralhelp смс,492650570642380000
203,NULL,1406292278,NULL,NULL,1,NULL,NULL,NULL,Купил 4g интернет от МТС) Летает...!))),492651639485270000
204,NULL,1406292408,NULL,NULL,NULL,0,NULL,NULL,"""Ростелеком"" восстановил доступ к ""Газете.Ru в Нижнем Новгороде: Доступ к ""Газете.Ru"" в Нижнем Новгороде... http://t.co/5aM9ERywQ1",492652185260270000
205,NULL,1406292812,NULL,NULL,NULL,-1,NULL,NULL,"Похоже Ростелеком только и умеет, что доступ к неугодным ресурсам закрывать https://t.co/m3ANE7VCg8",492653879579130000
206,-1,1406292993,NULL,NULL,NULL,NULL,NULL,NULL,"@Beeline_RUS Как на вопрос ""почему не доходят СМС"" мне придурки заявляют ""вам надо поставить антивирус"". Хорошо,что не переустановить ось...",492654638135790000
207,0,1406293599,NULL,NULL,NULL,NULL,NULL,NULL,http://t.co/BEbCPPEdAI БИЛАЙН kz,492657179712050000
208,NULL,1406294156,NULL,0,NULL,NULL,NULL,NULL,коннект скачать программу http://t.co/qqlNE3klfH мегафон,492659514299420000
